Reviewer,Paper,Year,Continent,Country,Region,Latitude,Longitude,System,Sentinel Species,Taxonomy,Specific Taxonomy,Revised Taxnomy,Trophic Position,Body Size (kg),Diet Niche Breadth,Ecto vs. Endotherm?,Type of Indicator,Connection? A or B?,Evidence for C?,Ecosystem Component,Ecosystem Category,Environmental Change,Environmental Category,Sentinel Response,Sampling Method,Scale of Change,Description,Why a Good Sentinel?,Vote Counting,Value,Sample Size,,,,,,,,,,,,,,,,,
KAH,Natsukawa 2020,2020,Asia,Japan,Kanagawa,35.4498,139.3169,Terrestrial,northern goshawk,Bird,raptor,Raptors,Secondary Consumer,0.86,Generalist,Endotherm,Elucidating,A,Referenced,avian species richness,Prey,urbanization,Terrestrial Habitat,presence of breeding sites,Space-Use,Spatial,avian species richness positively correlated with presence of goshawk breeding sites,breed widely in urban areas,1,NA,87,,,,,,,,,,,,,,,,,
KAH,Natsukawa 2020,2020,Asia,Japan,Kanagawa,35.4498,139.3169,Terrestrial,northern goshawk,Bird,raptor,Raptors,Secondary Consumer,0.86,Generalist,Endotherm,Elucidating,A,Referenced,dendrogram-based functional diversity,Co-occurring,urbanization,Terrestrial Habitat,presence of breeding sites,Space-Use,Spatial,functional diversity positively correlated with presence of goshawk breeding sites,breed widely in urban areas,1,NA,87,,,,,,,,,,,,,,,,,
KR,Depot et al. 2020,2020,North America,USA,Gulf of maine,44.5082,-67.5266,Marine,Atlantic puffin,Bird,seabird,Seabirds,Secondary Consumer,0.59,Generalist,Endotherm,Elucidating,A,Referenced,prey abundance,Prey,thermal habitat,Ocean Temp,diet,Diet,Years,the proportion of haddock/redfish in puffin diet increases or decreases with spawning stock biomass),easy to observe and because they feed on young fish they can provide early information on cohort sizes,1,#REF!,13,,,,,,,,,,,,,,,,,
KR,Depot et al. 2020,2020,North America,USA,Gulf of maine,44.5082,-67.5266,Marine,Atlantic puffin,Bird,seabird,Seabirds,Secondary Consumer,0.59,Generalist,Endotherm,Elucidating,A,Referenced,prey abundance,Prey,thermal habitat,Ocean Temp,diet,Diet,Years,the proportion of haddock/redfish in puffin diet increases or decreases with spawning stock biomass),easy to observe and because they feed on young fish they can provide early information on cohort sizes,1,#REF!,13,,,,,,,,,,,,,,,,,
KR,Soto et al. 2006,2006,South America,Peru,Ballestas Islands,-13.7319,-76.3975,Marine,South American sea lions,Mammal,pinniped,Pinnipeds,Secondary Consumer,193.7,Generalist,Endotherm,Elucidating,A,Quantified,prey abundance,Prey,sea temperature anomalies,Ocean Temp,diet,Diet,Years,sea lions feed on their preferred prey according to how abundant it is,"Females give birth and spend a good period of time on land, making them easy to monitor",1,NA,NA,,,,,,,,,,,,,,,,,
KR,Soto et al. 2006,2006,South America,Peru,Ballestas Islands,-13.7319,-76.3975,Marine,South American sea lions,Mammal,pinniped,Pinnipeds,Secondary Consumer,193.7,Generalist,Endotherm,Elucidating,A,Quantified,prey abundance,Prey,sea temperature anomalies,Ocean Temp,foraging trip duration,Space-Use,Years,sea lions spend longer at sea (foraging) when prey abundance declines,"Females give birth and spend a good period of time on land, making them easy to monitor",1,-0.94,5,,,,,,,,,,,,,,,,,
KR,Soto et al. 2006,2006,South America,Peru,Ballestas Islands,-13.7319,-76.3975,Marine,South American sea lions,Mammal,pinniped,Pinnipeds,Secondary Consumer,193.7,Generalist,Endotherm,Elucidating,B,Quantified,prey abundance,Prey,sea temperature anomalies,Ocean Temp,diet,Diet,Years,El nino and la nina years change prey species distribution and abundance which is reflected in the diets (frequency & occurence of species) of sea lions,"Females give birth and spend a good period of time on land, making them easy to monitor",1,NA,NA,,,,,,,,,,,,,,,,,
KR,Soto et al. 2006,2006,South America,Peru,Ballestas Islands,-13.7319,-76.3975,Marine,South American sea lions,Mammal,pinniped,Pinnipeds,Secondary Consumer,193.7,Generalist,Endotherm,Elucidating,B,Quantified,prey abundance,Prey,sea temperature anomalies,Ocean Temp,foraging trip duration,Space-Use,Years,Shortest feeding trips correspond to La Nina years when prey are more abundant and closer; opposite for el nino years,"Females give birth and spend a good period of time on land, making them easy to monitor",1,0.89,5,,,,,,,,,,,,,,,,,
EWJ,Jonsell and Nordlander 2002,2002,Europe,Sweden,Central Sweden,60.0457,17.7494,Terrestrial,tenebrionid beetle,Invertebrate,Coleoptera,Insects,Primary Consumer,0.00008,Generalist,Ectotherm,Elucidating,B,Referenced,insect species richness,Co-occurring,forest management practices,Terrestrial Habitat,abundance,Population,Spatial,"This beetle was significantly more abundant in forests with longer continuous supplies of dead wood, and could be used to indicate the presense of richer insect communities",easily recognizable; biology and distribution are well-documented,1,NA,NA,,,,,,,,,,,,,,,,,
EWJ,Jonsell and Nordlander 2002,2002,Europe,Sweden,Central Sweden,60.0457,17.7494,Terrestrial,Cis quadridens,Invertebrate,Coleoptera,Insects,Primary Consumer,NA,Specialist,Ectotherm,Elucidating,B,Referenced,insect species richness,Co-occurring,forest management practices,Terrestrial Habitat,abundance,Population,Spatial,"This beetle was significantly more abundant in forests with longer continuous supplies of dead wood, and could be used to indicate the presense of richer insect communities",easily recognizable; biology and distribution are well-documented,1,NA,NA,,,,,,,,,,,,,,,,,
EWJ,Jonsell and Nordlander 2002,2002,Europe,Sweden,Central Sweden,60.0457,17.7494,Terrestrial,Scardia boletella,Invertebrate,Lepidoptera,Insects,Primary Consumer,NA,Generalist,Ectotherm,Elucidating,B,Referenced,insect species richness,Co-occurring,forest management practices,Terrestrial Habitat,abundance,Population,Spatial,"This moth was significantly more abundant in forests with longer continuous supplies of dead wood, and could be used to indicate the presense of richer insect communities",easily recognizable; biology and distribution are well-documented,1,NA,NA,,,,,,,,,,,,,,,,,
EWJ,Mills et al. 2007,2007,North America,USA,central California,37.6982,-123.0034,Marine,Common Murre,Bird,seabird,Seabirds,Secondary Consumer,0.99,Generalist,Endotherm,Elucidating,A,Referenced,rockfish abundance,Prey,fishing and 'environmental variability',NA,diet,Diet,Years,presence of rockfish in murre diet correlated with rockfish abundance estimated by trawls,"cost-effective sampling, large foraging range",1,#REF!,20,,,,,,,,,,,,,,,,,
EWJ,Mills et al. 2007,2007,North America,USA,central California,37.6982,-123.0034,Marine,chinook salmon,Fish,fish,,Secondary Consumer,13,Generalist,Endotherm,Elucidating,A,Referenced,rockfish abundance,Prey,fishing and 'environmental variability',NA,diet,Diet,Years,presence of rockfish in salmon diet correlated with rockfish abundance estimated by trawls,cost-effective sampling,1,#REF!,17,,,,,,,,,,,,,,,,,
TJCW,Parsons et al. 2008,2008,Europe,UK,Shetlands,60.2576,-1.0587,Marine,Black-legged Kittiwakes,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Elucidating,A,NA,prey availability/biomass,Prey,Unspecified,NA,productivity (chicks fledged per nest),Reproduction,Years,productivity of kittiwakes is postively related to sandeel biomass,sensitive,1,0.616,19,,,,,,,,,,,,,,,,,
TJCW,Horn & Whitcombe 2015,2015,North America,USA,California coast,33.7034,-118.0424,Marine,Elegant Terns,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,NA,northern anchovy abundance,Prey,Unspecified,NA,diet,Diet,Years,diet of terns is related to prey biomass,generalist in response to fluctuating prey,1,0.797,16,,,,,,,,,,,,,,,,,
TJCW,Horn & Whitcombe 2015,2015,North America,USA,California coast,33.7034,-118.0424,Marine,Elegant Terns,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,NA,pacific sardine abundance,Prey,Unspecified,NA,diet,Diet,Years,diet of terns is related to prey biomass,generalist in response to fluctuating prey,0,-0.041,16,,,,,,,,,,,,,,,,,
TJCW,Horn & Whitcombe 2015,2015,North America,USA,California coast,33.7034,-118.0424,Marine,Elegant Terns,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,NA,kelp pipefish abundance,Prey,Unspecified,NA,diet,Diet,Years,diet of terns is related to prey biomass,generalist in response to fluctuating prey,1,0.811,18,,,,,,,,,,,,,,,,,
TJCW,Horn & Whitcombe 2015,2015,North America,USA,California coast,33.7034,-118.0424,Marine,Elegant Terns,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,NA,california lizardfish abundance,Prey,Unspecified,NA,diet,Diet,Years,diet of terns is related to prey biomass,generalist in response to fluctuating prey,1,0.834,13,,,,,,,,,,,,,,,,,
TJCW,Horn & Whitcombe 2015,2015,North America,USA,California coast,33.7034,-118.0424,Marine,Elegant Terns,Bird,seabird,Seabirds,Secondary Consumer,0.26,Generalist,Endotherm,Elucidating,A,NA,market squid abundance,Prey,Unspecified,NA,diet,Diet,Years,diet of terns is related to prey biomass,generalist in response to fluctuating prey,0,-0.23,18,,,,,,,,,,,,,,,,,
KR,Humphries and Moller 2017,2017,Australia,New Zealand,Stewart Island / Rakiura,-47.0032,167.8927,Marine,Sooty shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.78,Generalist,Endotherm,Leading,B,NA,Unspecified,NA,southern oscilliation index,Ocean Temp,chick abundance,Reproduction,Years,adults are impacted by ocean precursors to the SOI/PDO which in turn means chick numbers are also impacted,foraging strategies make them particularly sensitive to changes in ocean conditions; can be sampled as a byproduct of other activities (low cost & effort),1,0.5,53,,,,,,,,,,,,,,,,,
KR,Humphries and Moller 2017,2017,Australia,New Zealand,Stewart Island / Rakiura,-47.0032,167.8927,Marine,Sooty shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.78,Generalist,Endotherm,Elucidating,B,NA,Unspecified,NA,Pacific Decadal Oscillation,Ocean Temp,chick abundance,Reproduction,Years,ocean conditions impact the condition of birdswhich impacts chick numbers,foraging strategies make them particularly sensitive to changes in ocean conditions; can be sampled as a byproduct of other activities (low cost & effort),1,NA,53,,,,,,,,,,,,,,,,,
KR,Humphries and Moller 2017,2017,Australia,New Zealand,Stewart Island / Rakiura,-47.0032,167.8927,Marine,Sooty shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.78,Generalist,Endotherm,Leading,B,NA,Unspecified,NA,Pacific Decadal Oscillation,Ocean Temp,chick abundance,Reproduction,Years,adults are impacted by ocean precursors to the SOI/PDO which in turn means chick numbers are also impacted,foraging strategies make them particularly sensitive to changes in ocean conditions; can be sampled as a byproduct of other activities (low cost & effort),1,0.45,53,,,,,,,,,,,,,,,,,
KR,Humphries and Moller 2017,2017,Australia,New Zealand,Stewart Island / Rakiura,-47.0032,167.8927,Marine,Sooty shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.78,Generalist,Endotherm,Elucidating,B,NA,Unspecified,NA,southern oscilliation index,Ocean Temp,chick abundance,Reproduction,Years,ocean conditions impact the condition of birdswhich impacts chick numbers,foraging strategies make them particularly sensitive to changes in ocean conditions; can be sampled as a byproduct of other activities (low cost & effort),1,NA,53,,,,,,,,,,,,,,,,,
KR,Humphries and Moller 2017,2017,Australia,New Zealand,Stewart Island / Rakiura,-47.0032,167.8927,Marine,Sooty shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.78,Generalist,Endotherm,Leading,B,NA,Unspecified,NA,southern oscilliation index,Ocean Temp,chick size,Reproduction,Years,adults are impacted by ocean precursors to the SOI/PDO which in turn means chick numbers are also impacted,foraging strategies make them particularly sensitive to changes in ocean conditions; can be sampled as a byproduct of other activities (low cost & effort),1,0.55,38,,,,,,,,,,,,,,,,,
KR,Humphries and Moller 2017,2017,Australia,New Zealand,Stewart Island / Rakiura,-47.0032,167.8927,Marine,Sooty shearwaters,Bird,seabird,Seabirds,Secondary Consumer,0.78,Generalist,Endotherm,Leading,B,NA,Unspecified,NA,Pacific Decadal Oscillation,Ocean Temp,chick size,Reproduction,Years,adults are impacted by ocean precursors to the SOI/PDO which in turn means chick numbers are also impacted,foraging strategies make them particularly sensitive to changes in ocean conditions; can be sampled as a byproduct of other activities (low cost & effort),1,0.63,38,,,,,,,,,,,,,,,,,
TJCW,Sydeman et al. 2008,2008,North America,USA,Alaska,57.1799,-170.2951,Marine,Black-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.41,Generalist,Endotherm,Leading,A,Referenced,salmon return abundance,Co-occurring,SST,Ocean Temp,hatching date,Reproduction,Years,"Timing of breeding is negatively related to salmon runs 2-3 years later, presumably because there was less food due to warm ocean temps.","conspicuous, highly responsive due to metabolic rates, sensitive",1,-0.566,20,,,,,,,,,,,,,,,,,
TJCW,Sydeman et al. 2008,2008,North America,USA,Alaska,57.1799,-170.2951,Marine,Red-legged kittiwake,Bird,seabird,Seabirds,Secondary Consumer,0.37,Generalist,Endotherm,Leading,A,Referenced,salmon return abundance,Co-occurring,SST,Ocean Temp,hatching date,Reproduction,Years,"Timing of breeding is negatively related to salmon runs 2-3 years later, presumably because there was less food due to warm ocean temps.","conspicuous, highly responsive due to metabolic rates, sensitive",1,-0.224,20,,,,,,,,,,,,,,,,,
TJCW,Sydeman et al. 2008,2008,North America,USA,Alaska,57.1799,-170.2951,Marine,Common murre,Bird,seabird,Seabirds,Secondary Consumer,0.99,Generalist,Endotherm,Leading,A,Referenced,salmon return abundance,Co-occurring,SST,Ocean Temp,hatching date,Reproduction,Years,"Timing of breeding is negatively related to salmon runs 2-3 years later, presumably because there was less food due to warm ocean temps.","conspicuous, highly responsive due to metabolic rates, sensitive",1,-0.525,20,,,,,,,,,,,,,,,,,
TJCW,Sydeman et al. 2008,2008,North America,USA,Alaska,57.1799,-170.2951,Marine,Thick-billed murre,Bird,seabird,Seabirds,Secondary Consumer,0.96,Generalist,Endotherm,Leading,A,Referenced,salmon return abundance,Co-occurring,SST,Ocean Temp,hatching date,Reproduction,Years,"Timing of breeding is negatively related to salmon runs 2-3 years later, presumably because there was less food due to warm ocean temps.","conspicuous, highly responsive due to metabolic rates, sensitive",1,-0.389,20,,,,,,,,,,,,,,,,,
TJCW,Thayer et al. 2008,2008,Asia,Japan,Hokkaido,44.4247,141.3135,Marine,Rhinoceros auklet,Bird,seabird,Seabirds,Secondary Consumer,0.48,Generalist,Endotherm,Elucidating,B,Referenced,anchovy abundance,Prey,SST,Ocean Temp,diet,Diet,Years,Poor relationship between SST and anchovy in auklet diet,sampled at low cost,0,0.03,10,,,,,,,,,,,,,,,,,
TJCW,Thayer et al. 2008,2008,North America,USA,Alaska,44.4247,141.3135,Marine,Rhinoceros auklet,Bird,seabird,Seabirds,Secondary Consumer,0.48,Generalist,Endotherm,Elucidating,B,Referenced,sandlance abundance,Prey,SST,Ocean Temp,diet,Diet,Years,Negative relationship between SST and fish prey in auklet diet,sampled at low cost,1,-0.73,10,,,,,,,,,,,,,,,,,
TJCW,Thayer et al. 2008,2008,North America,Canada,British Columbia,44.4247,141.3135,Marine,Rhinoceros auklet,Bird,seabird,Seabirds,Secondary Consumer,0.48,Generalist,Endotherm,Elucidating,B,Referenced,sandlance abundance,Prey,SST,Ocean Temp,diet,Diet,Years,Negative relationship between SST and fish prey in auklet diet,sampled at low cost,1,-0.77,10,,,,,,,,,,,,,,,,,
TJCW,Thayer et al. 2008,2008,North America,USA,California coast,44.4247,141.3135,Marine,Rhinoceros auklet,Bird,seabird,Seabirds,Secondary Consumer,0.48,Generalist,Endotherm,Elucidating,B,Referenced,rockfish abundance,Prey,SST,Ocean Temp,diet,Diet,Years,Negative relationship between SST and fish prey in auklet diet,sampled at low cost,1,-0.6,10,,,,,,,,,,,,,,,,,
